Ngày đăng,Loại hình,Địa chỉ,Giá (VND),Diện tích đất (m2),Diện tích sàn (m2),Phòng ngủ,Phòng tắm,Tình trạng nội thất,Giấy tờ pháp lý,Tiêu đề,Mô tả,Lý do loại bỏ,Diện tích
17/09/2025,other,"Trần Thị Rộng, Nhuận Đức, Củ Chi, Hồ Chí Minh",8500000000.0,757.1,0.0,1.0,1.0,other,certificate,"Chính chủ bán đất rộng 757,1 m² tại đường Trần Thị Rộng, huyện Củ Chi, xã Nhuận Đức.","Chính chủ bán đất mặt tiền đường Trần Thị Rộng, Củ Chi, TP. Hồ Chí Minh – Diện tích: 757,1 m², trong đó có 201,4 m² thổ cư, mặt tiền đường nhựa rộng 13,5m.   – Thông tin thêm: Chỉ mất 5 phút tới bến xe Củ Chi, 3 phút tới trung tâm ẩm thực Nguyễn Văn Khạ. Gần chợ, trường học, trung tâm hành chính huyện.   – Khu dân cư đông đúc, yên tĩnh, an ninh tốt. Tiện ích xung quanh đầy đủ, gần siêu thị, gần trường, gần chợ. Giao thông thuận tiện các hướng.   – Giá bán: 8,5 tỷ VNĐ (Thương lượng).",Tin rao bán đất thật,
17/09/2025,other,"112/15 Thạnh Xuân 22, Thới An, 12, Hồ Chí Minh",4550000000.0,66.9,0.0,1.0,1.0,other,certificate,"Bán đất diện tích 66,9m2 tại đường Thạnh Xuân 22, phường Thới An (trước đây là phường Thạnh Xuân), Quận 12. Giá bán: 4,55 tỷ.","Bán đất thổ cư diện tích 66,9m2 tại đường Thạnh Xuân 22, phường Thới An (trước đây là phường Thạnh Xuân), Quận 12, TP. Hồ Chí Minh.  Giá bán: 4,55 tỷ. Phù hợp để ở hoặc đầu tư.",Tin rao bán đất thật,
17/09/2025,other,"25/54/11 đường Hồ Văn Long, Bình Trị Đông, Bình Tân, Hồ Chí Minh",4200000000.0,50.1,50.1,1.0,1.0,other,certificate,"Chính chủ bán nhà trong hẻm ngõ 50,1 m², gồm 1 trệt và 3 lầu, đường Hồ Văn Long, Quận Bình Tân, Phường Bình Trị Đông","Chính chủ bán đất trong hẻm, ngõ rộng rãi 🔹 Diện tích: 50.1 m²   🔹 Kích thước: 5.55m x 9m   🔹 Đường/hẻm trước nhà: xe ô tô có thể vào   🔹 Giá bán: 4,2 tỷ VNĐ (thương lượng)",Tin rao bán đất thật,
17/09/2025,other,"đường Lò Lu, Trường Thạnh, 9, Hồ Chí Minh",5750000000.0,80.0,0.0,0.0,0.0,other,certificate,"Bán - Đất thổ cư đường Lò Lu, Trường Thạnh, 9, Hồ Chí Minh","Bán đất tại đường Lò Lu, Trường Thạnh, Quận 9, TP.HCM 🔹 Diện tích: 80 m²   🔹 Kích thước: 4m x 20m   🔹 Đường/hẻm trước nhà rộng xe hơi đi lại thuận tiện   🔹 Thổ cư đầy đủ   🔹 Giá bán: 5.75 tỷ VNĐ (có thể thương lượng)",Tin rao bán đất thật,
16/09/2025,other,"8/34/6/10 Đường Thạnh Xuân , Thạnh Xuân, 12, Hồ Chí Minh",3500000000.0,117.7,0.0,1.0,1.0,,certificate,"Bán Đất Đường Thạnh Xuân , Thạnh Xuân, 12, Hồ Chí Minh","Đất tại 8/34/6/10 Thạnh Xuân , Phường Thạnh Xuân, Quận 12, TP.HCM Diện tích 7X17.05m, sổ vuông đẹp, xây dựng đủ  Sau lưng PiCity, Cầu Bà The Tiện ích đủ đầy: gần chợ, trường học, công viên Sổ hồng riêng, xây dựng tự do Giá chỉ: 3,5 tỷ bớt lộc",Tin rao bán đất thật,
16/09/2025,other,"Bùi Công Trừng, Đông Thạnh, Hóc Môn, Hồ Chí Minh",5600000000.0,141.9,0.0,1.0,1.0,other,certificate,"Chính chủ cần bán lô đất thổ cư diện tích 200m2, nằm trên đường Bùi Công Trừng, xã Đông Thạnh, huyện Hóc Môn.","Bán đất tại Bùi Công Trừng, Xã Đông Thạnh, Huyện Hóc Môn, TP.HCM Diện tích 141.9m2.   Giá bán: 5.600.000.000 VNĐ (Năm tỷ sáu trăm triệu, có thương lượng).",Tin rao bán đất thật,
16/09/2025,other,"đường 762, An Nhơn Tây, Củ Chi, Hồ Chí Minh",2800000000.0,300.0,0.0,0.0,0.0,other,certificate,"Bán - Đất thổ cư đường 762, An Nhơn Tây, Củ Chi, Hồ Chí Minh","Chính chủ cần bán đất thổ cư, diện tích 300m2.   Giá bán: 2 tỷ 800 triệu VNĐ (có thương lượng).   Địa chỉ chi tiết và số điện thoại liên hệ ở phía dưới.   Có hỗ trợ hoa hồng cho môi giới, vui lòng không đăng quảng cáo.",Tin rao bán đất thật,
16/09/2025,,"662 Nguyễn Xiển, Long Thạnh Mỹ, 9, Hồ Chí Minh",4000000000.0,89.9,0.0,1.0,1.0,other,certificate,"Chủ nhà cần bán lô đất thổ cư diện tích 80m2, nằm trên đường Nguyễn Xiển, phường Long Thạnh Mỹ, Quận 9.","Chính chủ cần bán đất thổ cư, diện tích 89.9m2.   Giá bán: 4 tỷ (có thương lượng).   Địa chỉ chi tiết và số điện thoại liên hệ ở phía dưới.   Có hoa hồng cho môi giới,",Tin rao bán đất thật,
16/09/2025,,"135/18 đường Đình Phong Phú, Tăng Nhơn Phú B, 9, Hồ Chí Minh",11480000000.0,164.0,164.0,1.0,1.0,other,certificate,"Bán lô đất diện tích 164m2, nằm trên đường 14, Phường Phước Long B, Quận 9, giá 11,48 tỷ.","Bán đất thổ cư tại đường Đình Phong Phú, Tăng Nhơn Phú B, Quận 9, TP.HCM Diện tích 164m2 (6x27m), đã có sổ đỏ Hướng Đông Bắc.   Giá bán: 11,48 tỷ TL",Tin rao bán đất thật,
16/09/2025,,"275 Long Phước, Long Phước, 9, Hồ Chí Minh",7600000000.0,152.0,152.0,,,other,certificate,"Bán Đất 275 Long Phước, Long Phước, 9, Hồ Chí Minh","Bán đất diện tích 150m² tại Đường Long Phước, Phường Long Phước (Quận 9 cũ)   Giá: 7.6 tỷ đồng   Phù hợp để ở, đất thổ cư Quận 9, Hồ Chí Minh",Tin rao bán đất thật,
16/09/2025,,"Đường 154, Tân Phú, Thủ Đức, Hồ Chí Minh",44000000000.0,320.5,0.0,1.0,1.0,other,certificate,"Đất bán tại Đường 154, Phường Tân Phú, TP. Thủ Đức (Quận 9) – Giá 44 tỷ","Bán đất thổ cư tại đường 154, phường Tân Phú, TP. Thủ Đức (Quận 9), Hồ Chí Minh  Diện tích: 320.5m2 ( 200m2 thổ ) Giá 44 tỷ TL",Tin rao bán đất thật,
16/09/2025,,"31/6/21B đường 160, Tăng Nhơn Phú A, 9, Hồ Chí Minh",7600000000.0,125.0,125.0,1.0,1.0,other,certificate,"Chủ nhà bán đất diện tích 125 m², hướng Tây Bắc, nằm trên đường Số 160, Quận 9, Phường Tăng Nhơn Phú A","bán đất với diện tích 125 m².    Đường/hẻm/ngõ trước nhà rộng đủ xe hơi lưu thông.    Hướng đất: Tây Bắc.    Giá bán: 7,600,000,000 VNĐ (Bảy tỷ sáu trăm triệu), có thể thương lượng.",Tin rao bán đất thật,
15/09/2025,,"Nguyễn Thị Chì, An Nhơn Tây, Củ Chi, Hồ Chí Minh",6000000000.0,1189.2,0.0,1.0,1.0,other,certificate,"Chính chủ cần bán lô đất diện tích 1.189 m2, trong đó có 68 m2 đất thổ cư và nhà gỗ, tọa lạc trên đường Nguyễn Thị Chì, xã An Nhơn Tây, huyện Củ Chi.","Chính chủ cần bán đất diện tích 1.189 m2,  Trong đó có 68 m2 đất ở và nhà gỗ, đất trồng cây lâu năm 1121.2m2 Đường trước nhà rộng, ô tô vào tận nơi.  Giá bán: 6 tỷ đồng (có thương lượng).",Tin rao bán đất thật,
15/09/2025,,"Nguyễn Thị Đỡ, Tân Thạnh Tây, Củ Chi, Hồ Chí Minh",4500000000.0,616.9,0.0,1.0,1.0,other,certificate,"Chính chủ cần bán lô đất thổ cư diện tích 616,9 m2, tọa lạc trên đường Nguyễn Thị Đỡ, xã Tân Thạnh Tây, huyện Củ Chi.","Chính chủ cần bán đất thổ cư, Diện tích 616,9 m2.  Đất ở: 300m2; Đất trồng cây hàng năm: 316.9m2 Đường trước đất rộng, ô tô ra vào thuận tiện.  Giá bán: 4 tỷ 500 triệu đồng (có thương lượng).",Tin rao bán đất thật,
15/09/2025,,"Lý Nam Đế, Hóc Môn, Hóc Môn, Hồ Chí Minh",3350000000.0,103.2,0.0,1.0,1.0,other,certificate,"Chính chủ cần bán lô đất thổ cư diện tích 103,5m2, nằm trên đường Lý Nam Đế, Thị trấn Hóc Môn, Huyện Hóc Môn.","Chính chủ cần bán đất thổ cư tại Lý Nam Đế, TT.Hóc Môn, H.Hóc Môn, TP.HCM Diện tích 103,2 m2 (64m2 thổ cư) Đường trước nhà rộng, ô tô ra vào thuận tiện Giá bán: 3 tỷ 350 triệu đồng (có thương lượng)",Tin rao bán đất thật,
12/09/2025,,"Thạnh Lộc 31, Thạnh Lộc, 12, Hồ Chí Minh",2700000000.0,59.6,59.6,1.0,1.0,,certificate,"Bán Đất Thạnh Lộc 31, Thạnh Lộc, 12, Hồ Chí Minh","Đất bán tại Thạnh Lộc 31, Thạnh Lộc, Q.12, TP. Hồ Chí Minh, thích hợp cho việc xây dựng hoặc đầu tư. Với diện tích linh hoạt và nhiều tiện ích xung quanh, bất động sản này chỉ cách trường học và bệnh viện vài phút đi bộ, mang lại sự thuận tiện tối đa cho cư dân. Cách MT Thạnh lộc 31 chỉ 20m.  Hãy liên hệ ngay để biết thêm chi tiết và có cơ hội sở hữu vị trí đắc địa này!",Tin rao bán đất thật,
12/09/2025,,"Quốc lộ 1A, An Phú Đông, 12, Hồ Chí Minh",4100000000.0,96.3,96.3,1.0,1.0,other,certificate,"Bán đất diện tích 76m2, mặt tiền đường Quốc Lộ 1, Phường An Phú Đông, Quận 12, giá 4,1 tỷ.","Bán đất tại Quốc lộ 1A, Phường An Phú Đông, Quận 12, TP.HCM - Diện tích: 96.3m2 (50m2 thổ cư), mặt tiền rộng 7,5m - Vị trí gần Quốc lộ 1, đường vào rộng, xe hơi di chuyển dễ dàng     - Giá bán: 4.1 tỷ  TL",Tin rao bán đất thật,
11/09/2025,,"1033 Đường Xô Viết Nghệ Tĩnh, 28, Bình Thạnh, Hồ Chí Minh",98000000000.0,400.0,0.0,1.0,1.0,other,certificate,"Đất mặt tiền cần bán tại số 1033 Xô Viết Nghệ Tĩnh, phường 28, quận Bình Thạnh, TP. Hồ Chí Minh.","Bán đất mặt tiền tại số 1033 Xô Viết Nghệ Tĩnh, phường 28, quận Bình Thạnh, TP. Hồ Chí Minh.  Diện tích công nhận 400m² (18x22.2) Tổng diện tích đất ~1.700m² - Ngang 18m x dài 95m  Mặt tiền trước đường Xô Viết Nghệ Tĩnh, mặt sau giáp sông Sài Gòn – phong thủy cực tốt. giá bán 98 tỷ TL",Tin rao bán đất thật,
10/09/2025,,"đường số 3, khu dân cư Lý Chiêu Hoàng, An Lạc, Bình Tân, Hồ Chí Minh",7000000000.0,46.0,46.0,1.0,1.0,other,certificate,"Bán đất diện tích 54m2 tại đường số 2, Phường An Lạc, Quận Bình Tân, giá 7 tỷ.","Bán đất tại đường số 3, khu dân cư Lý Chiêu Hoàng, An Lạc, Bình Tân Diện tích: 46m2 Giá bán: 7 tỷ TL",Tin rao bán đất thật,
08/09/2025,,"Trương Văn Bang, Thạnh Mỹ Lợi, Thủ Đức, Hồ Chí Minh",24100000000.0,102.5,102.5,0.0,0.0,,certificate,"Bán Đất Trương Văn Bang, Thạnh Mỹ Lợi, Thủ Đức, Hồ Chí Minh","📍 Địa chỉ: Mặt tiền Trương Văn Bang, Thạnh Mỹ Lợi, Quận 2 📐 Diện tích: 5 x 20,5m (công nhận 102,5m²) 🏗 Hiện trạng: Đất trống – vị trí đắc địa mặt tiền đường lớn 📑 Pháp lý: Sổ hồng cá nhân, sang tên ngay 🏢 Chỉ tiêu xây dựng: Hầm + 6 tầng 💰 Giá bán: 24,1 tỷ (~235 triệu/m²) 👉 Nằm ngay trung tâm Thạnh Mỹ Lợi, gần UBND Quận 2, khu hành chính – tài chính mới. Khu vực đang phát triển mạnh mẽ, hạ tầng đồng bộ, giá trị bất động sản tăng nhanh. Thích hợp xây tòa nhà VP, CHDV, đầu tư lâu dài",Tin rao bán đất thật,
06/09/2025,,"745/156/ Đường Quang Trung, 12, Gò Vấp, Hồ Chí Minh",5300000000.0,63.54600000000001,63.54600000000001,1.0,1.0,,certificate,"Bán Đất 745/156/ Đường Quang Trung, 12, Gò Vấp, Hồ Chí Minh",Cần bán đất tại hẻm 745 quang trung F12 gò vấp Giá 5.3 hẻm ba gác,Tin rao bán đất thật,
02/09/2025,,"6/23/1A Đường Số 10, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",3850000000.0,57.1,0.0,1.0,1.0,,certificate,"Bán Đất 6/23/1 Đường Số 10, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh","Bán đất đô thị tại 6/23/1A Đường Số 10, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh Diện tích: 57.1m2 Giá bán: 3.85 tỷ TL",Tin rao bán đất thật,
27/08/2025,street_front_house,"117B Đường Trương Công Định, 14, Tân Bình, Hồ Chí Minh",12700000000.0,72.4,145.6,2.0,2.0,other,certificate,"Bán lô đất có mặt tiền tại địa chỉ 117B Trương Công Định, phường 14, quận Tân Bình, TP. Hồ Chí Minh","Bán nhà tại 117B Trương Công Định, P.14, Tân Bình, TP. Hồ Chí Minh   Nhà có hình dạng không vuông vức Diện tích: 72.4m²   Giá: 12.7 tỷ TL",Tin rao bán đất thật,
26/08/2025,,"19 Tân Thới Nhất 8, Tân Thới Nhất, 12, Hồ Chí Minh",55000000000.0,933.8,933.8,1.0,1.0,other,certificate,"Bán đất diện tích 938m² tại đường Tân Thới Nhất 8, phường Tân Thới Nhất, quận 12 với giá 55 tỷ.","Bán 933.8 m² đất tại 18A đường Tân Thới Nhất 8, phường Tân Thới Nhất, quận 12 Giá cho thuê: 60 triệu/tháng   Mặt tiền rộng, thuận tiện kinh doanh hoặc xây dựng   Đất thổ cư toàn bộ, pháp lý rõ ràng   Giá chào: 55 tỷ đồng  TL",Tin rao bán đất thật,
26/08/2025,,"75 Trần Tử Bình, Tân Thông Hội, Củ Chi, Hồ Chí Minh",7000000000.0,180.0,180.0,1.0,1.0,other,certificate,"Chính chủ cần bán lô đất thổ cư diện tích 180m2, tọa lạc trên đường Trần Tử Bình, xã Tân Thông Hội, huyện Củ Chi.","Bán đất nông thôn diện tích 180m² (30.6m x 5.65m) tại 75 Trần Tử Bình, Tân Thông Hội, Củ Chi, Hồ Chí Minh. Khu vực an ninh, gần chợ và trường học, lý tưởng cho gia đình. Đất có đường giao thông thuận tiện, thích hợp xây dựng nhà ở hoặc đầu tư. Cơ hội sở hữu mảnh đất đẹp, giá cả hợp lý.",Tin rao bán đất thật,
26/08/2025,,"196/40 Thới An, Thới An, 12, Hồ Chí Minh",5100000000.0,100.0,100.0,1.0,1.0,other,certificate,"Đất diện tích 100m2 nằm trên đường Lê Thị Riêng, Phường Thới An, Quận 12. Giá bán: 5,1 tỷ.","Bán đất thổ cư tại 196/40 đường Thới An, phường Thới An, Quận 12, TP. Hồ Chí Minh.  - Diện tích 100m2 - Giá bán: 5,1 tỷ.",Tin rao bán đất thật,
26/08/2025,,"24 Tân Thới Nhìn, Tân Thới Nhì, Hóc Môn, Hồ Chí Minh",6700000000.0,41.9,41.9,1.0,1.0,other,certificate,"Chính chủ cần bán lô đất thổ cư diện tích 152,8m2, nằm trên đường Tân Thới Nhì 24, xã Tân Thới Nhì, huyện Hóc Môn.","Chính chủ cần bán đất thổ cư,  Diện tích 152,8m2.  Đường trước nhà rộng, ô tô ra vào thuận tiện.  Giá bán: 6,7 tỷ (có thương lượng).",Tin rao bán đất thật,
26/08/2025,,"6A Thạnh Xuân 43, Thạnh Xuân, 12, Hồ Chí Minh",5600000000.0,96.0,96.0,1.0,1.0,other,certificate,"Đất cần bán tại số 75, đường TX43, phường Thới An, diện tích 96m2, giá 5,6 tỷ.","Bán đất thổ cư tại số 6A Thạnh Xuân 43, phường Thạnh Xuân, Quận 12, TP. Hồ Chí Minh.   Diện tích: 96m2   Giá bán: 5,6 tỷ  TL",Tin rao bán đất thật,
25/08/2025,,"47/40 Thành Lộc 08, Thạnh Lộc, 12, Hồ Chí Minh",5450000000.0,54.5,0.0,1.0,1.0,other,certificate,"Bán Đất 47/40 Thành Lộc 08, Thạnh Lộc, 12, Hồ Chí Minh","Bán đất diện tích tại đường Thạnh Lộc 08, Phường An Phú Đông, Quận 12 - Sổ hồng riêng, đất thổ cư 100%   - Kích thước: 55m2 - 5 x 11m   - Vị trí gần khu du lịch Bến Xưa, chỉ 2 phút di chuyển đến Gò Vấp   - Khu vực nhà cao tầng đồng bộ, hẻm rộng 7m, sạch sẽ, không ngập nước, dân trí cao   - Giá bán: 5,45 tỷ  TL",Tin rao bán đất thật,
23/08/2025,,"10B Đường số 24, Linh Đông, Thủ Đức, Hồ Chí Minh",20000000000.0,236.25,236.25,0.0,0.0,,certificate,"Bán Đất 10B Đường số 24, Linh Đông, Thủ Đức, Hồ Chí Minh","Bán đất thổ cư diện tích 266,6m2 tại Đường số 24, Phường Linh Đông, TP. Thủ Đức, Hồ Chí Minh. Giá bán: 20 tỷ. Phù hợp để xây dựng nhà ở hoặc đầu tư.",Tin rao bán đất thật,
23/08/2025,,"13 Đường Số 13, Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",16800000000.0,120.0,120.0,1.0,1.0,other,certificate,"Bán Đất 13 Đường Số 13, Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh","Bán đất diện tích 120m2 tại 13 đs13 Phường Hiệp Bình Chánh, TP Thủ Đức, giá 16,8 tỷ   Vị trí nằm trong khu dân cư cao cấp, ngay trục chính đường , gần Gigamall và Phạm Văn Đồng, khu vực sầm uất, tiềm năng phát triển mạnh. Đất thích hợp xây nhà ở, mở văn phòng hoặc kinh doanh. Hiện đang cho thuê mặt bằng làm gara ô tô.   - Đường nhựa trước đất rộng 20m   - Pháp lý: Sổ đỏ, đất thổ cư 100% (tặng kèm giấy phép xây dựng đã xin) - Giá bán: 16,8 tỷ",Tin rao bán đất thật,
23/08/2025,,"227/26-28 Đường Dương Thị Mười, Tân Chánh Hiệp, 12, Hồ Chí Minh",13000000000.0,257.7,0.0,1.0,1.0,other,certificate,"Bán đất diện tích 257m2 tại đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, giá 13 tỷ.","Bán đất thổ cư tại đường 227/26-28, đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12   - Diện tích 257m2 - Đã có sổ hồng   - Hẻm xe hơi, nền đất cao bằng mặt đường   - Giá bán: 13 tỷ  TL",Tin rao bán đất thật,
22/08/2025,,"6a Thạnh Xuân 43, Thạnh Xuân, 12, Hồ Chí Minh",5950000000.0,75.6,75.6,1.0,1.0,other,certificate,"Bán đất diện tích 78m2 tại Đường Thạnh Xuân 43, Phường Thạnh Xuân, Quận 12. Giá bán: 5,95 tỷ.","Bán đất thổ cư diện tích 78m2 tại đường Thạnh Xuân 43, phường Thạnh Xuân, Quận 12, TP. Hồ Chí Minh. Giá bán: 5,95 tỷ. Phù hợp để ở hoặc đầu tư.",Tin rao bán đất thật,
22/08/2025,,"đường Làng Tăng Phú, Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",6600000000.0,117.2,0.0,0.0,0.0,other,certificate,"Bán - Đất thổ cư đường Làng Tăng Phú, Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh","Bán đất thổ cư tại đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, Quận Thủ Đức (Quận 9 cũ), TP. Hồ Chí Minh.  Diện tích 117,2m2 Giá bán: 6,6 tỷ TL (Đã tăng giá)",Tin rao bán đất thật,
22/08/2025,alley_house,"392A-392B Đường Mã Lò, Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",56000000000.0,576.0,313.5,1.0,1.0,other,certificate,"Đất mặt tiền cần bán tại địa chỉ 392A-392B Mã Lò, phường Bình Hưng Hòa A, quận Bình Tân, TP. Hồ Chí Minh.","Bán đất mặt tiền tại địa chỉ 392A-392B Mã Lò, phường Bình Hưng Hòa A, quận Bình Tân, TP. Hồ Chí Minh.   Diện tích: 577.6 m²   Giá bán: 56 tỷ VNĐ",Tin rao bán đất thật,
14/08/2025,,"50C đường Số 160, Tăng Nhơn Phú A, 9, Hồ Chí Minh",6600000000.0,73.9,73.9,1.0,1.0,other,certificate,"Bán Đất 50C đường Số 160, Tăng Nhơn Phú A, 9, Hồ Chí Minh","Chính chủ cần bán đất thổ cư  tại đường Số 160, Tăng Nhơn Phú A, Quận 9, TP.HCM - Diện tích: 73,9 m²   - Kích thước: 4m x 18,32m   - Đường trước nhà: ô tô vào tận nơi   - Giá bán: 6.600.000.000 VNĐ (Sáu tỷ sáu trăm triệu, có thương lượng)",Tin rao bán đất thật,
